STATION,NAME,DATE,ACMC,ACMH,ACSC,ACSH,AWND,FMTM,PGTM,PRCP,PSUN,SNOW,SNWD,TAVG,TMAX,TMIN,TSUN,WDF1,WDF2,WDF5,WDFG,WDFM,WESD,WSF1,WSF2,WSF5,WSFG,WSFM,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT11,WT13,WT14,WT15,WT16,WT17,WT18,WT19,WT21,WT22,WV03
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",11/2/83,,90,,90,,,1654,1.02,10,0,0,,67,48,60,230,,,225,,,21,,,26.4,,1,,,,,,,1,,,,,,1,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",11/3/83,,90,,100,,,1024,0.09,0,0,0,,59,33,0,330,,,270,,,17,,,26.4,,1,,,,,,,1,,,,,,1,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",11/4/83,,80,,80,,,2236,0,11,0,0,,41,29,66,330,,,270,,,14.1,,,19.5,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",11/5/83,,90,,100,,,836,0,0,0,0,,44,36,0,300,,,315,,,13,,,20.8,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",11/6/83,,30,,40,,,1542,0,88,0,0,,56,30,546,220,,,225,,,14.1,,,16.1,,1,,,,,,,1,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",11/7/83,,60,,70,,,1430,0,54,0,0,,57,35,336,200,,,180,,,12.1,,,16.1,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",11/8/83,,0,,10,,,1236,0,98,0,0,,64,33,600,200,,,180,,,8.1,,,13.9,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",11/9/83,,40,,60,,,1418,0,91,0,0,,69,33,558,170,,,180,,,12.1,,,17.2,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",11/10/83,,90,,100,,,1742,1.03,0,0,0,,57,41,0,240,,,225,,,23,,,34.4,,1,,,,,,,,,,,,,1,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",11/11/83,,100,,100,,,1512,0.25,0,0.5,0,,42,30,0,290,,,315,,,23,,,33.3,,1,,,,,,,,,,,,,1,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",11/12/83,,50,,30,,,718,0,85,0,0,,35,26,516,310,,,315,,,15,,,24.2,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",11/13/83,,80,,100,,,1354,0,42,0,0,,39,24,258,120,,,135,,,10.1,,,12.8,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",11/14/83,,60,,70,,,1430,0,55,0,0,,47,23,330,150,,,135,,,14.1,,,20.8,,,,,,,,,1,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",11/15/83,,100,,100,,,1636,0.36,0,0,0,,44,37,0,240,,,225,,,19.9,,,25.3,,1,,,,,,,,,,,,,1,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",11/16/83,,100,,100,,,1624,0.2,0,0,0,,38,35,0,280,,,270,,,19.9,,,27.5,,1,,,,,,,,,,,,,1,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",11/17/83,,90,,100,,,1012,0,5,0,0,,42,30,30,270,,,270,,,17,,,24.2,,,,,,,,,,,,,,,1,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",11/18/83,,80,,80,,,1354,0,32,0,0,,53,32,186,200,,,180,,,17,,,24.2,,,,,,,,,,,,,,,1,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",11/19/83,,80,,70,,,1106,0.01,57,0,0,,67,48,336,180,,,180,,,17.9,,,23,,,,,,,,,,,,,,,1,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",11/20/83,,100,,100,,,1354,0.19,0,0,0,,62,45,0,240,,,225,,,28,,,41.4,,,,,,,,,,,,,,,1,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",11/21/83,,0,,0,,,1230,0,100,0,0,,59,39,588,200,,,180,,,19.9,,,33.3,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",11/22/83,,50,,50,,,1442,0,58,0,0,,62,39,342,190,,,180,,,15,,,20.8,,,,,,,,,,,,,,,1,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",11/23/83,,100,,100,,,2354,0.47,0,0,0,,62,50,0,180,,,180,,,21,,,32.2,,,,,,,,,1,,,,,,1,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",11/24/83,,100,,100,,,0,0.03,0,0,0,,60,31,0,270,,,270,,,17,,,31.1,,,,,,,,,,,,,,,1,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",11/25/83,,20,,10,,,1524,0,94,0,0,,47,26,546,230,,,225,,,21.9,,,34.4,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",11/26/83,,60,,50,,,1312,0,85,0,0,,57,35,498,220,,,225,,,19.9,,,27.5,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",11/27/83,,90,,90,,,2230,0.83,6,0,0,,50,34,36,120,,,135,,,16.1,,,21.9,,1,,,,,,,,,,,,,1,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",11/28/83,,70,,70,,,1642,0.38,31,0,0,,58,38,180,240,,,225,,,29.1,,,36.7,,1,,,,,,,,,,,,,1,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",11/29/83,,80,,100,,,1318,0,0,0,0,,38,30,0,220,,,225,,,25.1,,,32.2,,,,,,,,,,,,,,,,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",11/30/83,,70,,100,,,1154,0,6,0,0,,40,27,36,240,,,225,,,21,,,28.9,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",12/1/83,,80,,100,,,230,0,6,0,0,,30,23,36,280,,,270,,,17.9,,,23,,,,,,,,,,,,,,,,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",12/2/83,,90,,100,,,1230,0.3,0,1.2,0,,34,23,0,160,,,180,,,13,,,17.2,,1,,,1,,1,,,,,,,,1,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",12/3/83,,100,,100,,,2348,0.16,6,0,0,,36,31,36,100,,,90,,,15,,,23,,1,,,,,,,1,,,,,,1,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",12/4/83,,100,,100,,,648,0.75,0,0,0,,45,35,0,240,,,225,,,21.9,,,38,,1,,,,,,,,,,,,,1,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",12/5/83,,100,,100,,,2348,0,0,0,0,,44,37,0,130,,,135,,,14.1,,,18.3,,1,,,,,,,1,,,,,,1,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",12/6/83,,100,,100,,,1712,0.26,0,0,0,,49,30,0,230,,,225,,,31.1,,,46.1,,1,1,,,,,,1,,,,,,1,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",12/7/83,,70,,40,,,42,0.03,66,0.4,0,,33,23,372,260,,,270,,,23.9,,,38,,,,,,,,,,,,,,,,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",12/8/83,,100,,100,,,1436,0.11,0,1.9,2,,34,28,0,270,,,270,,0.2,15,,,21.9,,1,,,,,,,1,,,,,,,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",12/9/83,,100,,100,,,606,0.08,0,0.7,2,,36,29,0,150,,,135,,0.2,10.1,,,18.3,,1,,,,,,,1,,,,,,,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",12/10/83,,80,,70,,,2030,0,59,0,0,,37,28,336,80,,,90,,,14.1,,,23,,1,,,,,,,1,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",12/11/83,,100,,100,,,1706,0.31,9,0,0,,53,34,48,150,,,135,,,23,,,36.7,,1,,,,,,,1,,,,,,1,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",12/12/83,,100,,100,,,1854,0.04,0,0,0,,49,38,0,310,,,315,,,15,,,23,,1,,,,,,,,,,,,,1,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",12/13/83,,100,,100,,,1854,0,0,0,0,,42,37,0,350,,,45,,,12.1,,,17.2,,1,,,,,,,1,,,,,,1,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",12/14/83,,100,,100,,,2354,0.03,2,0,0,,48,37,12,210,,,225,,,28,,,42.5,,1,1,,,,,,1,,,,,,1,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",12/15/83,,100,,100,,,12,0,9,0,0,,37,30,48,220,,,225,,,28,,,44.7,,,,,,,,,,,,,,,,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",12/16/83,,100,,100,,,1142,0.01,9,0.2,0,,31,23,48,240,,,270,,,23,,,28.9,,,,,,,,,,,,,,,,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",12/17/83,,60,,90,,,1306,0,22,0,0,,28,17,126,240,,,225,,,15,,,19.5,,,,,,,,,,,,,,,,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",12/18/83,,90,,100,,,2230,0,21,0.2,0,,26,15,120,320,,,315,,,15,,,20.8,,,,,,,,,,,,,,,,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",12/19/83,,80,,80,,,236,0,40,0,0,,17,6,228,330,,,315,,,16.1,,,21.9,,,,,,,,,,,,,,,,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",12/20/83,,50,,30,,,2236,0,79,0,0,,26,13,438,90,,,90,,,15,,,19.5,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",12/21/83,,100,,100,,,2112,0.27,0,0.3,0,,41,19,0,150,,,135,,,19.9,,,26.4,,1,,,,,1,,,,,,,,1,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",12/22/83,,60,,70,,,1536,0.25,33,0,0,,41,8,186,280,,,270,,,21.9,,,31.1,,1,,,,,1,,,,,,,,1,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",12/23/83,,70,,100,,,2242,0,16,0.1,0,,12,4,90,270,,,270,,,19.9,,,30,,,,,,,,,,,,,,,,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",12/24/83,,70,,70,,,954,0,66,0,0,,4,-12,372,250,,,270,,,28,,,40.3,,,,,,,,,,,,,,,,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",12/25/83,,60,,40,,,6,0,79,0,0,,1,-12,438,230,,,225,,,23,,,31.1,,,,,,,,,,,,,,,,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",12/26/83,,40,,30,,,1518,0,77,0,0,,16,-5,432,210,,,225,,,21,,,28.9,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",12/27/83,,100,,100,,,500,0.02,6,0.3,0,,24,13,36,200,,,225,,,14.1,,,23,,,,,,,1,,,,,,,,1,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",12/28/83,,100,,100,,,2130,0.54,0,0.3,0,,34,21,0,250,,,270,,,19.9,,,30,,1,,,1,,1,,,,,,,,1,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",12/29/83,,40,,50,,,42,0,60,0.1,0,,21,1,336,260,,,270,,,21,,,28.9,,,,,,,1,,,,,,,,,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",12/30/83,,0,,0,,,1754,0,100,0,0,,10,-3,564,210,,,225,,,14.1,,,16.1,,,,,,,1,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",12/31/83,,40,,40,,,1218,0,79,0,0,,24,3,450,200,,,180,,,14.1,,,18.3,,,,,,,1,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1/1/84,,100,,100,7.38,1051,1503,0,,0,0,,34,23,0,200,,,180,,,12.1,,,13.9,,,,,,,1,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1/2/84,,90,,70,8.5,252,307,0.02,,0.2,0,,37,30,196,200,,,180,,,13,,,23,,,,,,,1,,,,,,,,,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1/3/84,,80,,100,9.84,1551,1551,0,,0,0,,34,28,0,220,,,225,,,15,,,24.2,,1,,,,,1,,1,,,,,1,1,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1/4/84,,100,,100,12.3,1150,1220,0,,0,0,,38,33,0,220,,,225,,,16.1,,,21.9,,1,,,,,,,1,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1/5/84,,100,,100,12.3,1816,1856,0,,0,0,,36,33,0,200,,,180,,,19.9,,,24.2,,,,,,,,,1,,,,,,,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1/6/84,,100,,100,12.75,1928,1520,0,,0,0,,38,29,0,300,,,270,,,17.9,,,26.4,,,,,,,,,1,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1/7/84,,50,,20,8.72,50,431,0,,0,0,,30,19,482,270,,,315,,,15,,,20.8,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1/8/84,,80,,70,12.3,1250,1424,0,,0,0,,36,26,310,270,,,270,,,21,,,28.9,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1/9/84,,100,,100,7.38,2350,1355,0,,0,0,,37,24,55,270,,,90,,,13,,,16.1,,,,,,,,,,,,,,,,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1/10/84,,80,,100,12.97,1350,1356,0.14,,1.6,1,,37,6,240,350,,,360,,0.1,19.9,,,28.9,,,,,1,,1,,1,,,,,,1,1,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1/11/84,,10,,0,6.71,150,1610,0,,0,2,,19,-1,573,340,,,90,,0.1,10.1,,,16.1,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1/12/84,,70,,100,8.95,1650,1254,0,,0,2,,26,7,477,90,,,90,,,15,,,18.3,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1/13/84,,100,,100,9.62,2250,2236,0.03,,0.5,1,,34,16,0,260,,,225,,,17.9,,,23,,1,,,,,,,,,,,,,,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1/14/84,,100,,100,10.51,2150,2231,0,,0,1,,31,18,41,10,,,360,,,16.1,,,20.8,,,,,,,,,1,,,,,,,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1/15/84,,60,,40,8.5,1050,1034,0,,0,1,,20,10,471,40,,,45,,,14.1,,,19.5,,,,,,,,,,,,,,,,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1/16/84,,90,,70,7.16,2250,2253,0.03,,0.6,2,,24,12,177,240,,,225,,0.1,13,,,19.5,,,,,,,,,1,,,,,,,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1/17/84,,100,,90,8.5,551,20,0,,0,2,,27,19,93,240,,,270,,0.1,12.1,,,17.2,,,,,,,,,1,,,,,,,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1/18/84,,80,,100,8.28,1627,1608,0.07,,1.6,2,,20,5,23,330,,,315,,0.2,14.1,,,18.3,,,,,,,,,1,,,,,,,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1/19/84,,40,,30,10.29,1650,1801,0,,0,4,,10,-3,490,250,,,225,,0.2,16.1,,,19.5,,,,,,,,,,,,,,,,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1/20/84,,10,,20,11.18,1550,1340,0,,0,3,,7,-7,585,260,,,270,,0.2,17,,,21.9,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1/21/84,,10,,30,8.05,1350,1212,0,,0,3,,0,-16,560,180,,,180,,0.2,13,,,18.3,,,,,1,,,,,,,,,,,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1/22/84,,60,,90,7.16,1450,1358,0,,0,3,,23,-3,461,180,,,180,,0.2,14.1,,,18.3,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1/23/84,,90,,90,6.04,1850,1832,0.18,,0,3,,38,9,266,140,,,135,,0.2,13,,,18.3,,,,,1,,,,,,,,,,1,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1/24/84,,100,,100,10.29,2350,2239,0.37,,0,1,,39,35,0,200,,,180,,,15,,,23,,1,,,,,,,,,,,1,,1,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1/25/84,,80,,90,11.86,2151,924,0,,0,0,,37,31,239,200,,,270,,,16.1,,,21.9,,1,,,,,,,1,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1/26/84,,70,,60,10.74,50,720,0,,0,0,,45,30,341,210,,,180,,,16.1,,,21.9,,1,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1/27/84,,70,,90,8.95,1450,1453,0,,0,0,,35,27,0,320,,,315,,,17,,,23,,,,,,,,,1,,,,,,,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1/28/84,,70,,70,11.18,1850,1856,0.05,,0.5,0,,34,19,333,180,,,180,,,17,,,24.2,,,,,,,,,,,,,,,,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1/29/84,,100,,100,12.75,637,1153,0.06,,0.8,1,,33,27,0,270,,,270,,,19.9,,,27.5,,,,,,,,,1,,,,,,,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1/30/84,,100,,100,13.87,1950,1923,0.12,,3.2,4,,38,23,0,310,,,315,,0.4,21,,,33.3,,,,,,,,,1,,,,,,1,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1/31/84,,70,,90,9.4,350,336,0,,0,3,,25,14,115,290,,,270,,0.2,15,,,20.8,,,,,,,,,,,,,,,,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",2/1/84,,50,,70,6.49,1650,1534,0,,0,2,,34,15,216,160,,,180,,0.2,12.1,,,15,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",2/2/84,,60,,80,9.62,2350,2352,0,,0,2,,51,25,561,170,,,,,,19.9,,,20.8,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",2/3/84,,100,,100,13.42,850,735,0.23,,0,0,,46,32,0,190,,,180,,,21,,,34.4,,,,,,,,,1,,,,1,,1,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",2/4/84,,100,,100,10.29,1929,1632,0.08,,0.5,0,,38,30,36,260,,,225,,,17,,,21.9,,1,,,,,,,1,,,,,,,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",2/5/84,,100,,100,11.18,1650,1127,0.01,,0.4,0,,33,25,225,330,,,270,,,15,,,20.8,,,,,,,,,,,,,,,,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",2/6/84,,100,,100,14.76,1450,939,0.01,,0.1,0,,25,14,48,270,,,270,,,21,,,27.5,,,,,,,,,1,,,,,,,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",2/7/84,,80,,90,9.4,51,1624,0,,0,0,,21,11,179,270,,,270,,,15,,,20.8,,,,,,,,,1,,,,,,,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",2/8/84,,0,,0,6.49,1650,1452,0,,0,0,,33,10,581,190,,,225,,,12.1,,,19.5,,,,,,,,,1,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",2/9/84,,40,,50,7.38,1650,1556,0,,0,0,,50,24,620,180,,,225,,,13,,,18.3,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",2/10/84,,100,,100,9.62,1550,1448,0.17,,0,0,,48,33,21,160,,,135,,,17.9,,,26.4,,1,,,,,,,,,,,,,1,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",2/11/84,,100,,100,5.82,2350,1557,0.02,,0,0,,50,40,0,240,,,180,,,12.1,,,15,,1,1,,,,,,,,,,,,1,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",2/12/84,,50,,30,10.74,2250,2232,0,,0,0,,69,44,550,130,,,135,,,19.9,,,23,,1,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",2/13/84,,100,,100,9.4,352,439,0.6,,0,0,,58,48,0,140,,,135,,,17,,,24.2,,1,,,,,,,,,,,,,1,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",2/14/84,,70,,90,5.59,51,109,0.01,,0,0,,54,33,310,300,,,315,,,10.1,,,15,,1,1,,,,,,1,,,,1,,1,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",2/15/84,,60,,30,5.37,1350,1704,0,,0,0,,58,28,511,360,,,45,,,12.1,,,13.9,,1,1,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",2/16/84,,60,,80,7.83,1150,1305,0,,0,0,,58,33,452,140,,,135,,,15,,,18.3,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",2/17/84,,90,,100,9.4,1430,1422,0.01,,0,0,,51,42,1,230,,,225,,,19.9,,,26.4,,1,,,,,,,,,,,1,,1,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",2/18/84,,100,,90,8.5,2051,2236,0.02,,0,0,,55,43,250,100,,,135,,,15,,,21.9,,1,,,,,,,1,,,,,,1,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",2/19/84,,90,,70,18.12,1250,1242,0,,0,0,,61,40,325,200,,,180,,,25.1,,,38,,,,,,,,,,,,,,,1,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",2/20/84,,70,,90,14.09,152,207,0,,0,0,,44,32,169,260,,,270,,,21,,,30,,,,,,,,,,,,,1,,1,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",2/21/84,,20,,20,10.74,1150,1402,0,,0,0,,48,30,592,250,,,225,,,17,,,26.4,,,,,,,,,1,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",2/22/84,,0,,0,7.61,1350,1456,0,,0,0,,58,28,659,170,,,180,,,16.1,,,21.9,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",2/23/84,,40,,70,5.14,2252,1937,0,,0,0,,62,28,535,120,,,180,,,8.1,,,11.4,,,,,,,,,1,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",2/24/84,,60,,70,9.84,1823,1400,0.06,,0,0,,61,34,431,340,,,360,,,17.9,,,24.2,,1,,,,,,,1,,,,,,1,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",2/25/84,,60,,80,13.65,251,228,0.04,,0.3,0,,38,26,439,340,,,360,,,21,,,34.4,,,,,,,,,,,,,,,1,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",2/26/84,,60,,70,8.05,2252,2108,0,,0,0,,40,21,571,40,,,45,,,15,,,20.8,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",2/27/84,,100,,100,16.11,952,1024,0.32,,2.3,0,,32,26,0,70,,,90,,,27.1,,,43.6,,,,,1,,1,,,,,,,,1,1,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",2/28/84,,100,,100,17.67,1803,1631,0.39,,7.2,3,,32,20,0,330,,,360,,0.7,28,,,42.5,,1,,,,,1,,,1,,,,,,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",2/29/84,,90,,90,16.55,2350,1921,0,,0,9,,26,18,200,320,,,270,,0.9,21.9,,,33.3,,,,,,,,,,1,,,,,,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",3/1/84,,70,,50,12.08,1552,1539,0,,0,9,,30,14,452,270,,,270,,0.8,19.9,,,26.4,,,,,,,,,,,,,,,,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",3/2/84,,30,,10,6.26,1550,1406,0,,0,9,,32,16,605,310,,,270,,0.7,12.1,,,18.3,,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",3/3/84,,0,,0,4.25,1450,1442,0,,0,6,,30,5,683,320,,,315,,0.6,10.1,,,15,,1,,,,,,,1,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",3/4/84,,70,,100,10.96,1719,1643,0.04,,0,5,,36,14,57,120,,,90,,0.6,17,,,23,,,,,,,1,,,,,,,,1,1,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",3/5/84,,100,,100,12.3,1950,1954,0.32,,0,4,,43,30,0,280,,,270,,0.6,19.9,,,26.4,,1,1,,,,,,,,,,1,,1,,,,,,
